scenario,throughput_mean,throughput_std,lead_time_mean,lead_time_std,bottleneck_machine,bottleneck_utilization,cost,throughput_improvement_%,lead_time_reduction_%,cost_effectiveness
baseline,9.583333333333334,0.5237418787490222,187.31090412030485,1.7641363543294961,Cutting,0.9815648614582128,0,0.0,0.0,0.0
add_drilling,9.041666666666666,0.5034602488997738,191.61527333989042,10.098615971409199,Cutting,0.9794467070514434,100,-5.65217391304349,-2.2979811238436945,-0.0565217391304349
add_assembly,10.916666666666666,0.5137011669140814,166.0420128535294,17.15204140045396,Cutting,0.968650265006788,120,13.913043478260857,11.354860181078944,0.11594202898550714
balanced,9.833333333333334,1.2923385349392353,169.6863333411169,1.7652160514076345,Cutting,0.9791358288212969,350,2.608695652173913,9.40926042824937,0.007453416149068323
